node1,node2,weight
organic-matter,urbanization,2
geneflow,flow,6
mediterraneanarea,pollution,2
hong-kong,scales,2
statistical,senseddata,2
sea-urchin,animals,2
measurement,countyhomiciderates,2
schizophrenia,dti,2
molecular,proteins,2
united-states,vaccine,2
epilepsy,electrocorticography,2
magneticreconnection,geotail,2
gene,white-matterabnormalities,2
principalcomponentanalysis,southernoscillation,2
kenya,damage,2
toweroflondon,workingmemory,4
surveillance,europe,6
spain,children,2
spatialepidemiology,inference,2
dayabay,spain,2
computersimulation,model,2
echelonsandfamiliesofechelons,posets,2
assemblages,alaska,2
spatialstructure,pathogenicity,2
disturbance,environments,2
occupancy,modeling,2
epilepsy,spatio-temporal,2
plasma-membrane,transport,2
tanzania,systems,2
statistics,extremes,2
area,microstimulation,2
magnetotail,system,2
influenza,stochastic,2
interannual,scotianshelf,2
expressionpatterns,biosynthesis,2
galapagosrift,patterns,2
noise,smoothing,2
success,density,2
superiortemporalsulcus,environmentalsounds,2
efficacy,diffusion,4
vector,dispersal,2
spaceplasmaphysics,mission,2
hippocampus,differential,2
abundance,differentiation,2
developingvertebratelimb,chromatin,4
discriminantanalysis,parameter,2
activatedprotein-kinase,light,2
insituhybridization,central-nervous-system,6
cluster,frequency,2
magnetosphericphysics,space,4
k-meansclustering,cluster-analysis,4
coherenceresonance,calcium,2
geographicinformationsystems(gis),motor-vehiclecrashes,2
forest,history,6
spatial-temporalanalysis,expansion,2
winter,modis,2
sarcoidosis,mortality,2
localization,epileptogeniczone,2
spatiotemporal,home-range,2
fish,salinitygradient,2
mortality,spatial,10
order,mri,2
precipitationvariability,united-states,2
geneflow,mitochondrial-dna,2
patterns,disease,16
blindseparation,removal,2
recruitment,conservation,2
factor,principalcomponentanalysis,14
multiscalefragmentationprofiles,eigenvaluesasfractals,2
usa,hazard,2
genetic-variation,voxelwiseanalysis,4
statisticalanalyses,management,2
monte-carlo,neuromuscular-junction,2
regionalechelonpartitions,distributions,2
spatial-distribution,membrane,2
sourceidentification,signatures,2
pattern,plaques,2
cerebral-cortex,tuberoussclerosis,2
stockassessment,fish,2
mouth-disease,impact,2
abundance,settlement,4
conservednoncodingsequences,complex,2
herbivore,selection,2
yunnanprovince,2nd-half,2
coloradofrontrange,debrisflows,2
diet,westerneurope,2
water,origin,4
artificialneural-networks,apportionment,2
human,cancer,2
geographicinformationsystem,geochemistry,2
brainimaging,auditory-cortex,2
eye-movements,event-relatedpotentials,2
evolution,western-australia,2
brainnetworks,medial,2
conservationgenetics,l.,4
chaos,cat,2
basalganglia,perception,2
substorms,decay,4
highlypathogenicavianinfluenza,multitemporalmodisimages,2
segmentation,models,8
at-riskmentalstate,anteriorcingulatecortex,2
fauna,fish,2
programmed,apoptosis,2
sprawl,roads,2
terrain,dailyrainfall,4
spatialepidemiology,childhood,2
temporalvariation,availability,2
paleoecology,spatialheterogeneity,2
hasse,andhierarchicalmarkovtransitionmatrix,2
inferotemporalcortex,objectrecognition,4
cell,fluorescencemicroscopy,2
2nd-orderanalysis,area,2
receptors,apoptosis,2
predictability,wavelettransform,2
spatial,rainbow-trout,2
downs-syndrome,cortex,6
clusteringalgorithms,spanishmediterraneanarea,2
pigs,epidemic,4
demography,diversity,2
imagesegmentation,spatialdynamics,2
formation,spatialandtemporaldistribution,2
development,spatialpatterns,2
socialnetworkanalysis,monkeys,2
time,networks,6
homeoboxgenes,acid,2
reservoir,turkey,2
modeling,visualizationandcommunication,2
dendrochronology,autocorrelation,2
spatio-temporalpatterns,water-quality,2
cortex,children,6
fungi,phosphorus,2
fragmentedlandscapes,model,2
temporalvariations,chlorophyll,2
ursus-arctos,distance,2
neuroimaging,random,2
models,seismicity,4
sea-levelrise,sedimenttransport,4
dissipation,constraints,2
sedimenttransport,motion,2
network,signals,4
attenuation,radar,2
luminescence,livingcells,2
sediment,transport,4
dairyfarms,quality,2
earthquake,assamearthquake,4
riskassessment,susceptibility,2
autocorrelation,conservation,2
dependence,space-time,4
motorcortex,separation,2
diversity,patterns,24
temporal-lobeepilepsy,discharges,4
soilmoisture,nitrification,2
drought,plains,2
seizure,children,4
landscapedynamics,distributionpatterns,2
behavior,regeneration,2
speciescomposition,coast,2
gis,drinking-water,4
evolution,transmissionelectron-microscopy,2
point,events,2
estuary,surfacewaters,2
magnetic-field,location,2
rice,productivity,2
fish,variability,6
pca,selection,2
disaggregation,processes,4
registration,damage,2
aflp,population,4
yangtze-river,phosphorus,2
self-organizedcriticality,brain,2
analysis,europe,2
remotesensing,salinity,2
infections,seawater,2
america,elimination,2
distribution,models,2
childmortality,africa,2
climate-change,holocene,4
errorprocessing,medial,2
upperslope,shelf,4
wave,centralcalifornia,2
channel,channels,4
focalepilepsy,accuracy,2
cerebral-cortex,striatecortex,2
magnetosphericphysics,currents,4
tracking,disease,2
dayabay,indexes,2
particulateair-pollution,europe,2
epidemiology,phylogeny,2
long-range,spatialvariability,2
metrics,populations,2
geographicinformationsystem,analysis,4
hyper-temporal,satellitedata,2
clusteringalgorithms,algorithm,2
temporal,landusechange,2
dynamics,bacterial,2
communitystructure,wetland,4
nonstationarytime-series,spectrum,2
temporalvariations,classification,14
gradient,productivity,2
antibodies,pathogenesis,2
temporal,biodiversity,2
workingmemory,short-term-memory,2
k+channel,calcium,2
computation,model,2
space-timeclustering,clustering,2
plasmodium-falciparum,infection,2
allelefrequency,temporal-changes,2
temporallobeepilepsy,separation,2
compression,adaptation,2
"diagrams,andlinearextensions",models,2
heavymetals,streams,2
spatialpattern,brain-tissue,8
short-term-memory,visual-cortex,2
type1diabetes,incidencetrends,2
aquaculture,strategies,2
transport,polycyclicaromatic-hydrocarbons,2
s-phase,mammalian-cells,4
distribution,land-cover,2
urbanization,spatiotemporaldynamics,4
transduction,activation,2
catvisual-cortex,areamt,2
program,failure,2
tuberculosis,pulmonary,2
spatial-analysis,malaria,4
assemblages,north-sea,2
transcriptional,tissues,2
seaurchin,cluster,2
satellitedata,airpollution,2
areceptor,functional,2
temporal,national-park,2
large-scalecirculation,cumulus,2
stroke,spatialnormalization,4
moran'si,climate-change,4
spatialdistribution,clustering,4
solar-wind,decay,2
aphids,parthenogenesis,2
time-seriesanalysis,transmission,2
outcrossingrate,size,2
surfacewaters,speciation,2
spatiotemporal,highway,2
rabies,spatio-temporalanalysis,4
ocean,pacific,8
canopy,imagery,2
phylogeneticanalysis,proteins,2
multicriteriacomparisonsand,thematicclassificationaccuracy,2
correspondenceanalysis,continental-shelf,4
tetrode,recognition,4
in-vivo,protein,4
meta-analysis,human,2
clusteranalysis,communityecology,2
synopticclassification,pollution,2
saccharomyces-cerevisiae,disease,2
clustering,overlap,2
change,outbreaks,2
earthsbowshock,mission,2
clusteranalysis,synopticclimatology,2
anatomicconnectivity,gene,4
oscillation,sounds,2
dependence,dynamics,2
classification,fuzzy,2
spinal-cord,array,2
yellowstone,bears,2
gis,elevation,2
copper,patterns,2
epidemiology,forest,4
growth,city,4
large-scalestructure,galaxy,2
deconvolution,restingstate,2
arabiansea,salinity,2
magnetosheath,satellites,4
cluster-analysis,classification,22
laserablation,pulses,2
myogenesis,mouse,2
low-altitude,cluster,2
sprawl,space,2
signals,winter-wheat,2
time,duration,2
spatial-analysis,infection,12
taiwan,infection,6
actin,migration,2
bacteria,environmentalgradients,4
communitystructure,gene-sequences,2
land-coverchange,reflectance,2
conflict,patterns,2
dgge,biofilms,2
resolution,africa,2
simulation,spatialpattern,2
space,satellite,4
earthquake,seismicactivity,4
cd,fineparticles,2
marinebacterioplankton,microbial-populations,2
istanbul,taiwan,2
fractaldimension,mexico,2
imaging,patterns,2
optical-properties,probes,2
artificialneural-networks,model,2
turbidity,atmosphericoptical-parameters,4
drought,soil-moisture,4
temporal,spatial-frequency,2
nanoparticles,plasma,2
regression,information,2
imaging,embryonicstem-cells,2
inferotemporalcortex,representation,2
space,simulations,2
differentiation,microsatelliteanalysis,4
activation,prevalence,2
spatialstatistics,dependence,2
patterns,coast,2
ozone,cluster,2
phylogeneticanalysis,marine-bacteria,2
tissue,cells,2
traffic,injury,2
multicriteriacomparisonsand,metrics,2
frontotemporaldementia,humanbrain,2
transmission,prevalence,2
properties,cat,2
state,scalpeeg,2
environmental,impacts,2
falciparum,population,2
malformations,hedgehog,2
simulation,australia,2
activation,columns,2
climatechange,diversity,2
nucleus,sleep,2
yellowstone,size,2
pointprocesses,trees,2
grasslands,model,2
epilepsy,spatiotemporal,2
zooplankton,sea,4
activetectonics,region,2
body,infiltration,2
leukemia,transmission,2
shearwavesplitting,earthquake,4
plankton,assemblages,6
outcrossingrate,polymorphisms,2
epidemics,health,4
foreshocks,origin,2
indicators,high-resolution,2
gene-expression,rice,2
analysis,relatedness,4
moosealces-alces,populations,2
mutualinformation,connectivity,2
localization,hippocampal,2
rabbithemorrhagic-disease,breedingsuccess,4
line,consequences,2
identification,mechanisms,2
white-matter,humanbrain,2
groundwaterquality,trace-elements,2
relocation,catalogs,2
mountainpine-beetle,lodgepolepine,2
temporalvariability,pesticides,2
development,storm,2
heavy-metalcontamination,marine-sediments,2
slip,instability,2
indicator,superior,2
drought,tibetanplateau,2
conservation,mexico,2
dynamical-systems,neurons,2
elevatedclusterdetection,visualizationandcommunication,2
infauna,seagrass,2
intensityfunction,pointprocess,2
sequencealignment,gene-sequences,2
scale,british-columbia,2
architecture,orchards,2
similarity,dispersal,2
neurons,model,4
nonstationarytime-series,northern,2
aftershock,fault,2
sequence,alignment,4
patterns,spain,6
activation,microscopy,2
prevalence,population,4
beta-catenin,evolution,2
segregation,elements,2
success,temporalvariation,2
analysis,gomtiriverindia,4
central-nervous-system,apoptosis,2
latitudinalgradient,distributions,2
microearthquakeclusters,fluid-flow,2
genotypes,populations,2
centralcalifornia,clusteranalysis,2
spawning,parentageanalysis,2
dispersal,infection,4
regionalclimate,wave,2
diet,fractionation,2
spatiotemporal,severity,2
humanextrastriatecortex,humanvisual-cortex,4
bacteria,beach,4
laserablation,plasma,2
association,behavior,2
spatiotemporal,ripley'sk,2
magnetosphericcusp,mantle,2
national-park,predation,2
sea-surfacetemperature,fluxes,2
positronemissiontomography,model,4
colinearity,homeoboxgenes,8
model,volunteers,2
spatialautocorrelation,matingsuccess,2
whitematter,diagnosis,2
temporalvariations,identification,4
fish,spatialscales,2
c-elegans,interference,2
outbreak,population-structure,2
pointprocess,models,2
variability,dissolvedorganic-matter,4
spatialvariation,sourceidentification,2
control,skill,2
beringsea,climatechange,2
fmridata,model,4
river-basin,estuarine,2
population-density,allometry,2
localadaptation,molecular,2
magnetosphericphysics,magnetic-field,8
neuronal,bodies,4
pathogen,voles,2
ecosystems,model,2
localspatialautocorrelation,clusters,2
decentralizedplanning,vegetationdynamics,2
roadecology,multilocusgenotypedata,2
diversity,infectious-disease,2
diet,waters,2
epithelial-cells,smooth-muscle-cells,2
representation,algorithm,2
speciesrichness,microsatellitemarkers,2
blindseparation,cortex,2
statistics,relocation,2
invasion,weeds,2
cell,matrix,2
space-timecube,2nd-orderanalysis,2
socioeconomic-status,information-systems,2
northwesthimalaya,sizedistribution,2
18srrna,south-australia,2
spatialpattern,victimization,2
inhibition,region,2
flow,connectivity,4
propagation,seizures,6
specification,fate,2
mexico,england,2
stochasticsimulation,dynamics,6
temporalanalysis,time,2
maps,southern-ocean,2
functional-organization,neurons,4
interannualvariability,latitude,2
vegetation,boundaries,4
temporalsegmentation,spatialclustering,2
decomposition,cities,2
spatialanalysis,vegetationindex,2
model,skill,2
neurofibrillary,senileplaques,2
attraction,recordings,2
areas,classification,2
biodiversity,fpar,8
vegetationdynamics,dynamics,2
wetland,phenology,2
california,compression,2
denalifaultearthquake,midoceanridge,2
analysis,denmark,2
impacts,clusteranalysis,4
molecularphylogeny,phylogeneticanalysis,2
laserablation,model,2
trophicstatus,phytoplanktonbiomass,2
radar,area,2
clusteranalysis,hierarchicalclustering,2
radiation,propagation,2
moving-objects,sequences,4
mexico,marine,2
dorsal,simultaneouselectroencephalography,2
receptor,model,6
forest,decline,2
acidminedrainage,pollution,2
proliferation,pathway,2
markers,trees,2
northcarolina,flatfish,2
rapebrassica-napus,crop,2
satscan,europeanalps,2
birds,clusters,2
british-columbia,alberta,2
pca,argentina,2
brain,priors,2
glycoprotein,protein,2
roughness,evolution,2
northeastbrazil,lake,2
initialmassfunction,h-iiregions,2
self-organization,model,4
dominance,classification,2
spanishmediterraneanarea,dailyrainfall,4
magnetoencephalography,tuberoussclerosis,2
conservationgenetics,multilocusgenotypedata,2
temporalvariation,mineralization,2
processing,clustering,2
modeling,synaptic,2
classification,regression,8
restingstate,grouppica,2
computer-program,f-statistics,2
seroprevalence,clusteranalysis,4
habitatsuitability,flow,2
ascidian,differentiation,2
sub-saharanafrica,systems,2
transcriptionfactors,insights,2
disease,model,12
public-health,dynamics,2
earthquakeswarms,california,2
retina,identification,2
s-phase,repliconclusters,8
analysis,domain,2
airtemperature,frequency,2
stochasticresonance,system,4
microarray,immune-responses,2
temporaltrends,time-series,4
geographicalinformationsystems,zoonoses,2
cluster-analysis,disease,2
positron-emission-tomography,functional,2
default-mode,cortex,2
clustering,microseismic,2
diversity,women,2
brainactivation,fuzzyc-meansclustering,2
clustering,fields,2
spatial,sets,2
seascapegenetics,balticsea,2
visualizingspatialdata,tmdata,2
